Tier	Index	Morpheme	Hex Code	English	Type
Tier 6	1124	pens	0x0d8c	think	Root
Tier 6	1125	pentr	0x0d8d	draw	Root
Tier 6	1126	per	0x0d8e	through	Root
Tier 6	1127	perd	0x0d8f	lose	Root
Tier 6	1128	permes	0x0d90	permit	Root
Tier 6	1129	pes	0x0d91	weigh (active)	Root
Tier 6	1130	pet	0x0d92	pray	Root
Tier 6	1131	pez	0x0d93	weigh (neuter)	Root
Tier 6	1132	pi	0x0d94	pious	Root
Tier 6	1133	pied	0x0d95	foot	Root
Tier 6	1134	pik	0x0d96	prick	Root
Tier 6	1135	pilk	0x0d97	a ball (to play with)	Root
Tier 6	1136	pilol	0x0d98	pill	Root
Tier 6	1137	pin	0x0d99	pine	Root
Tier 6	1138	pingl	0x0d9a	a pin	Root
Tier 6	1139	pir	0x0d9b	a pear	Root
Tier 6	1140	pist	0x0d9c	crush	Root
Tier 6	1141	plac	0x0d9d	a place	Root
Tier 6	1142	plafon	0x0d9e	ceiling	Root
Tier 6	1143	pland	0x0d9f	sole	Root
Tier 6	1144	plandum	0x0da0	sole	Root
Tier 6	1145	plank	0x0da1	floor (of a room)	Root
Tier 6	1146	platen	0x0da2	platinum	Root
Tier 6	1147	plaĉ	0x0da3	please	Root
Tier 6	1148	plej	0x0da4	most (adv.)	Root
Tier 6	1149	plen	0x0da5	full	Root
Tier 6	1150	plend	0x0da6	complain	Root
Tier 6	1151	plenum	0x0da7	accomplish	Root
Tier 6	1152	plezur	0x0da8	pleasure	Root
Tier 6	1153	pli	0x0da9	more	Root
Tier 6	1154	plor	0x0daa	weep	Root
Tier 6	1155	plum	0x0dab	pen	Root
Tier 6	1156	pluv	0x0dac	rain	Root
Tier 6	1157	po	0x0dad	distributive numerals	Root
Tier 6	1158	polv	0x0dae	dust	Root
Tier 6	1159	pom	0x0daf	apple	Root
Tier 6	1160	pomuj	0x0db0	apple-tree	Root
Tier 6	1161	pont	0x0db1	a bridge	Root
Tier 6	1162	popol	0x0db2	people	Root
Tier 6	1163	por	0x0db3	for	Root
Tier 6	1164	porcelan	0x0db4	[needs definition]	Root
Tier 6	1165	pord	0x0db5	door	Root
Tier 6	1166	pork	0x0db6	swine	Root
Tier 6	1167	port	0x0db7	carry	Root
Tier 6	1168	portret	0x0db8	portrait	Root
Tier 6	1169	post	0x0db9	after (prep.)	Root
Tier 6	1170	postul	0x0dba	require	Root
Tier 6	1171	pot	0x0dbb	a pot	Root
Tier 6	1172	pov	0x0dbc	be able	Root
Tier 6	1173	poŝ	0x0dbd	a pocket	Root
Tier 6	1174	poŝt	0x0dbe	post	Root
Tier 6	1175	prav	0x0dbf	being right	Root
Tier 6	1176	prem	0x0dc0	press	Root
Tier 6	1177	pren	0x0dc1	take	Root
Tier 6	1178	prepar	0x0dc2	prepare	Root
Tier 6	1179	pres	0x0dc3	print	Root
Tier 6	1180	preskau	0x0dc4	almost	Root
Tier 6	1181	preskaŭ	0x0dc5	almost	Root
Tier 6	1182	pret	0x0dc6	ready	Root
Tier 6	1183	prezent	0x0dc7	present	Root
Tier 6	1184	preĝ	0x0dc8	pray	Root
Tier 6	1185	pri	0x0dc9	concerning	Root
Tier 6	1186	printemp	0x0dca	the spring	Root
Tier 6	1187	pro	0x0dcb	for the sake of	Root
Tier 6	1188	profund	0x0dcc	deep	Root
Tier 6	1189	progres	0x0dcd	progress (progress)	Root
Tier 6	1190	projekt	0x0dce	plan	Root
Tier 6	1191	proksim	0x0dcf	near	Root
Tier 6	1192	promen	0x0dd0	walk	Root
Tier 6	1193	promes	0x0dd1	promise	Root
Tier 6	1194	propon	0x0dd2	propose	Root
Tier 6	1195	propr	0x0dd3	one's own	Root
Tier 6	1196	prov	0x0dd4	try	Root
Tier 6	1197	prudent	0x0dd5	prudent	Root
Tier 6	1198	prunt	0x0dd6	borrow	Root
Tier 6	1199	pulv	0x0dd7	gun-powder	Root
Tier 6	1200	pulvor	0x0dd8	powder	Root
Tier 6	1201	pun	0x0dd9	punish	Root
Tier 6	1202	pup	0x0dda	a doll	Root
Tier 6	1203	pur	0x0ddb	pure	Root
Tier 6	1204	purpur	0x0ddc	purple	Root
Tier 6	1205	putr	0x0ddd	rot	Root
Tier 6	1206	puŝ	0x0dde	push	Root
Tier 6	1207	rad	0x0ddf	a wheel	Root
Tier 6	1208	radi	0x0de0	a ray	Root
Tier 6	1209	radik	0x0de1	root	Root
Tier 6	1210	rakont	0x0de2	relate	Root
Tier 6	1211	ramp	0x0de3	creep	Root
Tier 6	1212	ran	0x0de4	frog	Root
Tier 6	1213	ranc	0x0de5	rancid	Root
Tier 6	1214	rand	0x0de6	the bank	Root
Tier 6	1215	rapid	0x0de7	rapid	Root
Tier 6	1216	rat	0x0de8	rat	Root
Tier 6	1217	raz	0x0de9	shave	Root
Tier 6	1218	raŭk	0x0dea	hoarse	Root
Tier 6	1219	reg	0x0deb	reign	Root
Tier 6	1220	regn	0x0dec	kingdom	Root
Tier 6	1221	regul	0x0ded	a rule	Root
Tier 6	1222	rekompenc	0x0dee	recompense	Root
Tier 6	1223	rekt	0x0def	straight	Root
Tier 6	1224	renkont	0x0df0	meet with	Root
Tier 6	1225	renvers	0x0df1	overthrow	Root
Tier 6	1226	respond	0x0df2	answer	Root
Tier 6	1227	rest	0x0df3	remain	Root
Tier 6	1228	reĝ	0x0df4	a king	Root
Tier 6	1229	rib	0x0df5	currant	Root
Tier 6	1230	ribel	0x0df6	rebel	Root
Tier 6	1231	ricev	0x0df7	receive	Root
Tier 6	1232	rid	0x0df8	laugh	Root
Tier 6	1233	rigard	0x0df9	look at	Root
Tier 6	1234	rigid	0x0dfa	rigid	Root
Tier 6	1235	rigl	0x0dfb	bolt	Root
Tier 6	1236	ring	0x0dfc	a ring	Root
Tier 6	1237	ripet	0x0dfd	repeat	Root
Tier 6	1238	ripoz	0x0dfe	repose	Root
Tier 6	1239	river	0x0dff	a river	Root
Tier 6	1240	riĉ	0x0e0a	rich	Root
Tier 6	1241	riĉul	0x0e0b	rich man	Root
Tier 6	1242	romp	0x0e0c	break	Root
Tier 6	1243	rond	0x0e0d	circle	Root
Tier 6	1244	rost	0x0e0e	fry	Root
Tier 6	1245	roz	0x0e0f	a rose	Root
Tier 6	1246	ruĝ	0x0e10	red	Root
Tier 6	1247	sabat	0x0e11	Saturday	Root
Tier 6	1248	sabl	0x0e12	sand	Root
Tier 6	1249	sak	0x0e13	a sack	Root
Tier 6	1250	sal	0x0e14	salt	Root
Tier 6	1251	salt	0x0e15	spring	Root
Tier 6	1252	salut	0x0e16	salute	Root
Tier 6	1253	sam	0x0e17	same	Root
Tier 6	1254	san	0x0e18	sound	Root
Tier 6	1255	sang	0x0e19	blood	Root
Tier 6	1256	sankt	0x0e1a	holy	Root
Tier 6	1257	sap	0x0e1b	soap	Root
Tier 6	1258	sat	0x0e1c	satiate	Root
Tier 6	1259	sav	0x0e1d	save	Root
Tier 6	1260	saĝ	0x0e1e	wise	Root
Tier 6	1261	sci	0x0e1f	know	Root
Tier 6	1262	scienc	0x0e20	science (science)	Root
Tier 6	1263	sciur	0x0e21	squirrel	Root
Tier 6	1264	se	0x0e22	if	Root
Tier 6	1265	sed	0x0e23	but	Root
Tier 6	1266	sek	0x0e24	dry	Root
Tier 6	1267	sekret	0x0e25	secret	Root
Tier 6	1268	sekretari	0x0e26	secretary	Root
Tier 6	1269	sekvinber	0x0e27	[needs definition]	Root
Tier 6	1270	sem	0x0e28	sow	Root
Tier 6	1271	semajn	0x0e29	a week	Root
Tier 6	1272	senc	0x0e2a	sense	Root
Tier 6	1273	send	0x0e2b	send	Root
Tier 6	1274	sent	0x0e2c	feel	Root
Tier 6	1275	sep	0x0e2d	seven	Root
Tier 6	1276	septembr	0x0e2e	September	Root
Tier 6	1277	serpent	0x0e2f	serpent	Root
Tier 6	1278	serur	0x0e30	lock	Root
Tier 6	1279	serv	0x0e31	serve	Root
Tier 6	1280	serĉ	0x0e32	look for	Root
Tier 6	1281	ses	0x0e33	six	Root
Tier 6	1282	sever	0x0e34	severe	Root
Tier 6	1283	sezon	0x0e35	season	Root
Tier 6	1284	seĝ	0x0e36	a chair	Root
Tier 6	1285	si	0x0e37	one's self	Root
Tier 6	1286	sid	0x0e38	sit	Root
Tier 6	1287	sieĝ	0x0e39	besiege	Root
Tier 6	1288	sigel	0x0e3a	seal	Root
Tier 6	1289	sigelvaks	0x0e3b	[needs definition]	Root
Tier 6	1290	sign	0x0e3c	a sign	Root
Tier 6	1291	signif	0x0e3d	signify	Root
Tier 6	1292	silent	0x0e3e	be silent	Root
Tier 6	1293	simil	0x0e3f	resembling	Root
Tier 6	1294	simpl	0x0e40	simple	Root
Tier 6	1295	sincer	0x0e41	above-board	Root
Tier 6	1296	singult	0x0e42	hiccough	Root
Tier 6	1297	sinjor	0x0e43	lord	Root
Tier 6	1298	skapol	0x0e44	shoulderblade	Root
Tier 6	1299	skrib	0x0e45	write	Root
Tier 6	1300	sku	0x0e46	shake	Root
Tier 6	1301	sobr	0x0e47	sober	Root
Tier 6	1302	societ	0x0e48	society	Root
Tier 6	1303	soif	0x0e49	be thirsty	Root
Tier 6	1304	sol	0x0e4a	sole	Root
Tier 6	1305	soldat	0x0e4b	soldier (soldier)	Root
Tier 6	1306	solv	0x0e4c	solve (to solve)	Root
Tier 6	1307	somer	0x0e4d	summer	Root
Tier 6	1308	son	0x0e4e	sound	Root
Tier 6	1309	sonor	0x0e4f	buzz	Root
Tier 6	1310	sonĝ	0x0e50	dream	Root
Tier 6	1311	sort	0x0e51	lot	Root
Tier 6	1312	sovaĝ	0x0e52	savage	Root
Tier 6	1313	spec	0x0e53	a species	Root
Tier 6	1314	spegul	0x0e54	mirror	Root
Tier 6	1315	spir	0x0e55	respire	Root
Tier 6	1316	sprit	0x0e56	witty	Root
Tier 6	1317	staci	0x0e57	station (station)	Root
Tier 6	1318	stal	0x0e58	stable	Root
Tier 6	1319	stan	0x0e59	tin	Root
Tier 6	1320	star	0x0e5a	stand	Root
Tier 6	1321	stat	0x0e5b	state (state)	Root
Tier 6	1322	stel	0x0e5c	star	Root
Tier 6	1323	stern	0x0e5d	lay out	Root
Tier 6	1324	stomak	0x0e5e	stomach	Root
Tier 6	1325	strat	0x0e5f	a street	Root
Tier 6	1326	stup	0x0e60	[needs definition]	Root
Tier 6	1327	subaĉet	0x0e61	bribe	Root
Tier 6	1328	subit	0x0e62	sudden	Root
Tier 6	1329	substantiv	0x0e63	noun	Root
Tier 6	1330	subtegment	0x0e64	attic (under-roof)	Root
Tier 6	1331	subten	0x0e65	abet	Root
Tier 6	1332	sud	0x0e66	south	Root
Tier 6	1333	sufer	0x0e67	suffer	Root
Tier 6	1334	sufiĉ	0x0e68	sufficiently	Root
Tier 6	1335	suk	0x0e69	the juice	Root
Tier 6	1336	suker	0x0e6a	sugar	Root
Tier 6	1337	sun	0x0e6b	sun	Root
Tier 6	1338	sup	0x0e6c	soup	Root
Tier 6	1339	superjar	0x0e6d	leap-year	Root
Tier 6	1340	superstiĉ	0x0e6e	superstition	Root
Tier 6	1341	supr	0x0e6f	above (adv.)	Root
Tier 6	1342	sur	0x0e70	on	Root
Tier 6	1343	surd	0x0e71	deaf	Root
Tier 6	1344	surtut	0x0e72	coat	Root
Tier 6	1345	suĉ	0x0e73	suck	Root
Tier 6	1346	svat	0x0e74	match	Root
Tier 6	1347	sven	0x0e75	faint	Root
Tier 6	1348	sving	0x0e76	brandish	Root
Tier 6	1349	tabak	0x0e77	tobacco	Root
Tier 6	1350	taban	0x0e78	gadfly	Root
Tier 6	1351	tabel	0x0e79	index	Root
Tier 6	1352	tabl	0x0e7a	table	Root
Tier 6	1353	tabul	0x0e7b	a board	Root
Tier 6	1354	taft	0x0e7c	[needs definition]	Root
Tier 6	1355	tag	0x0e7d	day	Root
Tier 6	1356	tajlor	0x0e7e	tailor	Root
Tier 6	1357	taks	0x0e7f	appraise	Root
Tier 6	1358	talent	0x0e80	talent	Root
Tier 6	1359	tali	0x0e81	waist	Root
Tier 6	1360	talp	0x0e82	mole	Root
Tier 6	1361	tam	0x0e83	but	Root
Tier 6	1362	tambur	0x0e84	[needs definition]	Root
Tier 6	1363	tamen	0x0e85	yet	Root
Tier 6	1364	tan	0x0e86	tan	Root
Tier 6	1365	tapet	0x0e87	tapestry	Root
Tier 6	1366	tapiŝ	0x0e88	carpet	Root
Tier 6	1367	tas	0x0e89	cup	Root
Tier 6	1368	tauĝ	0x0e8a	be of use	Root
Tier 6	1369	tavol	0x0e8b	layer	Root
Tier 6	1370	taĉment	0x0e8c	detachment	Root
Tier 6	1371	taŭg	0x0e8d	fit	Root
Tier 6	1372	te	0x0e8e	tea	Root
Tier 6	1373	ted	0x0e8f	boring	Root
Tier 6	1374	teg	0x0e90	cover	Root
Tier 6	1375	tegment	0x0e91	roof	Root
Tier 6	1376	tekruĉ	0x0e92	teapot	Root
Tier 6	1377	teks	0x0e93	weave	Root
Tier 6	1378	teler	0x0e94	plate	Root
Tier 6	1379	tem	0x0e95	theme	Root
Tier 6	1380	temaŝin	0x0e96	[needs definition]	Root
Tier 6	1381	temp	0x0e97	time	Root
Tier 6	1382	tempi	0x0e98	temple	Root
Tier 6	1383	ten	0x0e99	hold	Root
Tier 6	1384	tend	0x0e9a	tent	Root
Tier 6	1385	tenden	0x0e9b	sinew	Root
Tier 6	1386	tenil	0x0e9c	handle	Root
Tier 6	1387	tent	0x0e9d	tempt	Root
Tier 6	1388	ter	0x0e9e	earth	Root
Tier 6	1389	teras	0x0e9f	terrace	Root
Tier 6	1390	terebint	0x0ea0	[needs definition]	Root
Tier 6	1391	termin	0x0ea1	term	Root
Tier 6	1392	tern	0x0ea2	sneeze	Root
Tier 6	1393	terpom	0x0ea3	potato (earth-apple)	Root
Tier 6	1394	terur	0x0ea4	terror	Root
Tier 6	1395	testament	0x0ea5	testament	Root
Tier 6	1396	testik	0x0ea6	testicle	Root
Tier 6	1397	testud	0x0ea7	tortoise	Root
Tier 6	1398	tetan	0x0ea8	[needs definition]	Root
Tier 6	1399	tetr	0x0ea9	[needs definition]	Root
Tier 6	1400	tetra	0x0eaa	[needs definition]	Root
Tier 6	1401	tez	0x0eab	essay	Root
Tier 6	1402	ti	0x0eac	such	Root
Tier 6	1403	tia	0x0ead	such	Root
Tier 6	1404	tial	0x0eae	therefore	Root
Tier 6	1405	tiam	0x0eaf	then	Root
Tier 6	1406	tibi	0x0eb0	shin-bone	Root
Tier 6	1407	tie	0x0eb1	there	Root
Tier 6	1408	tiel	0x0eb2	so	Root
Tier 6	1409	tigr	0x0eb3	tiger	Root
Tier 6	1410	tikl	0x0eb4	tickle	Root
Tier 6	1411	tili	0x0eb5	lime-tree	Root
Tier 6	1412	tim	0x0eb6	fear	Root
Tier 6	1413	timian	0x0eb7	[needs definition]	Root
Tier 6	1414	timon	0x0eb8	[needs definition]	Root
Tier 6	1415	tine	0x0eb9	moth	Root
Tier 6	1416	tint	0x0eba	jingle	Root
Tier 6	1417	tio	0x0ebb	it	Root
Tier 6	1418	tiom	0x0ebc	so	Root
Tier 6	1419	tir	0x0ebd	draw	Root
Tier 6	1420	titol	0x0ebe	degree	Root
Tier 6	1421	tiu	0x0ebf	that	Root
Tier 6	1422	tol	0x0ec0	linen	Root
Tier 6	1423	tolaĵ	0x0ec1	[needs definition]	Root
Tier 6	1424	toler	0x0ec2	endure	Root
Tier 6	1425	tomb	0x0ec3	a grave	Root
Tier 6	1426	ton	0x0ec4	tone	Root
Tier 6	1427	tond	0x0ec5	shear	Root
Tier 6	1428	tondil	0x0ec6	scissors	Root
Tier 6	1429	tondr	0x0ec7	thunder	Root
Tier 6	1430	topaz	0x0ec8	topaz	Root
Tier 6	1431	torf	0x0ec9	peat	Root
Tier 6	1432	torn	0x0eca	turn	Root
Tier 6	1433	tornistr	0x0ecb	backpack	Root
Tier 6	1434	tort	0x0ecc	pie	Root
Tier 6	1435	torĉ	0x0ecd	torch	Root
Tier 6	1436	tr	0x0ece	through	Root
Tier 6	1437	tra	0x0ecf	through	Root
Tier 6	1438	trab	0x0ed0	beam	Root
Tier 6	1439	traduk	0x0ed1	translate	Root
Tier 6	1440	traf	0x0ed2	catch	Root
Tier 6	1441	trajt	0x0ed3	feature	Root
Tier 6	1442	trakt	0x0ed4	deal with	Root
Tier 6	1443	trankvil	0x0ed5	tranquil	Root
Tier 6	1444	trans	0x0ed6	over	Root
Tier 6	1445	tranĉ	0x0ed7	cut	Root
Tier 6	1446	traĥe	0x0ed8	[needs definition]	Root
Tier 6	1447	tre	0x0ed9	very greatly	Root
Tier 6	1448	tref	0x0eda	clubs	Root
Tier 6	1449	trem	0x0edb	tremble	Root
Tier 6	1450	tremol	0x0edc	aspen	Root
Tier 6	1451	tremp	0x0edd	dip	Root
Tier 6	1452	tren	0x0ede	draw	Root
Tier 6	1453	trezor	0x0edf	treasure	Root
Tier 6	1454	tri	0x0ee0	three	Root
Tier 6	1455	tribun	0x0ee1	rostrum	Root
Tier 6	1456	trifoli	0x0ee2	clover	Root
Tier 6	1457	trik	0x0ee3	knit	Root
Tier 6	1458	trikot	0x0ee4	[needs definition]	Root
Tier 6	1459	tril	0x0ee5	trill	Root
Tier 6	1460	trink	0x0ee6	drink	Root
Tier 6	1461	tritik	0x0ee7	wheat	Root
Tier 6	1462	trivial	0x0ee8	commonplace	Root
Tier 6	1463	tro	0x0ee9	too	Root
Tier 6	1464	trog	0x0eea	manger	Root
Tier 6	1465	tromb	0x0eeb	[needs definition]	Root
Tier 6	1466	tromp	0x0eec	deceive	Root
Tier 6	1467	tron	0x0eed	throne	Root
Tier 6	1468	tropik	0x0eee	tropics	Root
Tier 6	1469	trotuar	0x0eef	pavement	Root
Tier 6	1470	trouz	0x0ef0	[needs definition]	Root
Tier 6	1471	trov	0x0ef1	find	Root
Tier 6	1472	tru	0x0ef2	a hole	Root
Tier 6	1473	trud	0x0ef3	force	Root
Tier 6	1474	trudaĵ	0x0ef4	[needs definition]	Root
Tier 6	1475	truf	0x0ef5	[needs definition]	Root
Tier 6	1476	trumpet	0x0ef6	trumpet	Root
Tier 6	1477	trunk	0x0ef7	stem	Root
Tier 6	1478	trunket	0x0ef8	blade	Root
Tier 6	1479	trut	0x0ef9	trout	Root
Tier 6	1480	tualet	0x0efa	toilet	Root
Tier 6	1481	tub	0x0efb	barrel	Root
Tier 6	1482	tuber	0x0efc	[needs definition]	Root
Tier 6	1483	tuf	0x0efd	tuft	Root
Tier 6	1484	tuj	0x0efe	immediately	Root
Tier 6	1485	tuk	0x0eff	a handkerchief	Root
Tier 6	1486	tulip	0x0f0a	tulip	Root
Tier 6	1487	tumult	0x0f0b	riot	Root
Tier 6	1488	tur	0x0f0c	a tower	Root
Tier 6	1489	turban	0x0f0d	[needs definition]	Root
Tier 6	1490	turd	0x0f0e	thrush	Root
Tier 6	1491	turk	0x0f0f	Turk	Root
Tier 6	1492	turkis	0x0f10	[needs definition]	Root
Tier 6	1493	turkuj	0x0f11	Turkey	Root
Tier 6	1494	turment	0x0f12	torment	Root
Tier 6	1495	turn	0x0f13	turn	Root
Tier 6	1496	turnir	0x0f14	tournament	Root
Tier 6	1497	turt	0x0f15	turtle-dove	Root
Tier 6	1498	tus	0x0f16	cough	Root
Tier 6	1499	tut	0x0f17	whole	Root
Tier 6	1500	tuŝ	0x0f18	touch	Root
Tier 6	1501	ulcer	0x0f19	ulcer	Root
Tier 6	1502	ulm	0x0f1a	elm	Root
Tier 6	1503	uln	0x0f1b	[needs definition]	Root
Tier 6	1504	umbilik	0x0f1c	navel	Root
Tier 6	1505	un	0x0f1d	one	Root
Tier 6	1506	unc	0x0f1e	ounce	Root
Tier 6	1507	ung	0x0f1f	nail	Root
Tier 6	1508	ungeg	0x0f20	claw (big nail)	Root
Tier 6	1509	uniform	0x0f21	uniform	Root
Tier 6	1510	univers	0x0f22	universe	Root
Tier 6	1511	universal	0x0f23	universal (universal)	Root
Tier 6	1512	universitat	0x0f24	university	Root
Tier 6	1513	unu	0x0f25	one	Root
Tier 6	1514	ur	0x0f26	aurochs	Root
Tier 6	1515	urb	0x0f27	town	Root
Tier 6	1516	urban	0x0f28	[needs definition]	Root
Tier 6	1517	urin	0x0f29	urinate	Root
Tier 6	1518	urn	0x0f2a	[needs definition]	Root
Tier 6	1519	urogal	0x0f2b	[needs definition]	Root
Tier 6	1520	urs	0x0f2c	a bear	Root
Tier 6	1521	urtik	0x0f2d	nettle	Root
Tier 6	1522	uter	0x0f2e	uterus	Root
Tier 6	1523	util	0x0f2f	useful	Root
Tier 6	1524	uz	0x0f30	make use of	Root
Tier 6	1525	uzaĵ	0x0f31	[needs definition]	Root
Tier 6	1526	uzurp	0x0f32	overpower	Root
Tier 6	1527	vafl	0x0f33	waffle	Root
Tier 6	1528	vag	0x0f34	roam	Root
Tier 6	1529	vagon	0x0f35	carriage	Root
Tier 6	1530	vagonar	0x0f36	train	Root
Tier 6	1531	vakcini	0x0f37	vaccinate	Root
Tier 6	1532	vaks	0x0f38	wax	Root
Tier 6	1533	vakstol	0x0f39	oilcloth	Root
Tier 6	1534	val	0x0f3a	valley	Root
Tier 6	1535	valiz	0x0f3b	suitcase	Root
Tier 6	1536	vals	0x0f3c	waltz	Root
Tier 6	1537	van	0x0f3d	vain	Root
Tier 6	1538	vang	0x0f3e	cheek	Root
Tier 6	1539	vanghar	0x0f3f	[needs definition]	Root
Tier 6	1540	vanil	0x0f40	vanilla	Root
Tier 6	1541	vant	0x0f41	conceited	Root
Tier 6	1542	vapor	0x0f42	vapour	Root
Tier 6	1543	varb	0x0f43	recruit	Root
Tier 6	1544	variol	0x0f44	smallpox	Root
Tier 6	1545	varm	0x0f45	warm	Root
Tier 6	1546	vart	0x0f46	look after	Root
Tier 6	1547	vasal	0x0f47	[needs definition]	Root
Tier 6	1548	vast	0x0f48	vast	Root
Tier 6	1549	vastig	0x0f49	[needs definition]	Root
Tier 6	1550	vat	0x0f4a	cotton-wool	Root
Tier 6	1551	vaz	0x0f4b	vessel	Root
Tier 6	1552	ve	0x0f4c	woe	Root
Tier 6	1553	veget	0x0f4d	vegetate	Root
Tier 6	1554	vejn	0x0f4e	vein	Root
Tier 6	1555	vek	0x0f4f	awake	Root
Tier 6	1556	vekt	0x0f50	[needs definition]	Root
Tier 6	1557	vel	0x0f51	sail	Root
Tier 6	1558	velen	0x0f52	[needs definition]	Root
Tier 6	1559	velk	0x0f53	fade	Root
Tier 6	1560	velur	0x0f54	velvet	Root
Tier 6	1561	ven	0x0f55	come	Root
Tier 6	1562	vend	0x0f56	sell	Root
Tier 6	1563	vendred	0x0f57	Friday	Root
Tier 6	1564	venen	0x0f58	poison	Root
Tier 6	1565	venk	0x0f59	vanquish	Root
Tier 6	1566	vent	0x0f5a	wind	Root
Tier 6	1567	ventol	0x0f5b	ventilate	Root
Tier 6	1568	ventr	0x0f5c	belly	Root
Tier 6	1569	ventum	0x0f5d	aerate	Root
Tier 6	1570	venĝ	0x0f5e	revenge	Root
Tier 6	1571	ver	0x0f5f	truth	Root
Tier 6	1572	verb	0x0f60	verb	Root
Tier 6	1573	verd	0x0f61	green	Root
Tier 6	1574	verdigr	0x0f62	[needs definition]	Root
Tier 6	1575	verg	0x0f63	rod	Root
Tier 6	1576	verk	0x0f64	write	Root
Tier 6	1577	verm	0x0f65	worm	Root
Tier 6	1578	vermiĉel	0x0f66	[needs definition]	Root
Tier 6	1579	vers	0x0f67	verse	Root
Tier 6	1580	verst	0x0f68	[needs definition]	Root
Tier 6	1581	vert	0x0f69	top of the head	Root
Tier 6	1582	vertebr	0x0f6a	vertebra	Root
Tier 6	1583	vertikal	0x0f6b	vertical	Root
Tier 6	1584	veruk	0x0f6c	wart	Root
Tier 6	1585	verŝ	0x0f6d	pour	Root
Tier 6	1586	vesp	0x0f6e	wasp	Root
Tier 6	1587	vesper	0x0f6f	evening	Root
Tier 6	1588	vespert	0x0f70	bat	Root
Tier 6	1589	vest	0x0f71	clothe	Root
Tier 6	1590	vestibl	0x0f72	[needs definition]	Root
Tier 6	1591	vet	0x0f73	bet	Root
Tier 6	1592	veter	0x0f74	the weather	Root
Tier 6	1593	vetur	0x0f75	journey (in a carriage	Root
Tier 6	1594	vezik	0x0f76	bladder	Root
Tier 6	1595	vezir	0x0f77	[needs definition]	Root
Tier 6	1596	veŝt	0x0f78	vest	Root
Tier 6	1597	vi	0x0f79	you	Root
Tier 6	1598	viand	0x0f7a	meat	Root
Tier 6	1599	viburn	0x0f7b	guelder rose	Root
Tier 6	1600	vic	0x0f7c	file	Root
Tier 6	1601	vid	0x0f7d	see	Root
Tier 6	1602	vidv	0x0f7e	widower	Root
Tier 6	1603	vigl	0x0f7f	alert	Root
Tier 6	1604	vikari	0x0f80	[needs definition]	Root
Tier 6	1605	vil	0x0f81	[needs definition]	Root
Tier 6	1606	vilaĝ	0x0f82	village	Root
Tier 6	1607	vilaĝan	0x0f83	[needs definition]	Root
Tier 6	1608	vin	0x0f84	wine	Root
Tier 6	1609	vinagr	0x0f85	vinegar	Root
Tier 6	1610	vinber	0x0f86	grape	Root
Tier 6	1611	vind	0x0f87	bandage	Root
Tier 6	1612	vintr	0x0f88	winter	Root
Tier 6	1613	viol	0x0f89	violet	Root
Tier 6	1614	violon	0x0f8a	violin	Root
Tier 6	1615	violonĉel	0x0f8b	cello	Root
Tier 6	1616	vip	0x0f8c	whip	Root
Tier 6	1617	vipur	0x0f8d	viper	Root
Tier 6	1618	vir	0x0f8e	a man	Root
Tier 6	1619	virg	0x0f8f	virgin	Root
Tier 6	1620	virt	0x0f90	virtue	Root
Tier 6	1621	virtuoz	0x0f91	virtuoso	Root
Tier 6	1622	vitr	0x0f92	glass	Root
Tier 6	1623	vitriol	0x0f93	[needs definition]	Root
Tier 6	1624	viv	0x0f94	live	Root
Tier 6	1625	vizaĝ	0x0f95	face	Root
Tier 6	1626	vizier	0x0f96	[needs definition]	Root
Tier 6	1627	vizit	0x0f97	attend	Root
Tier 6	1628	viŝ	0x0f98	wipe	Root
Tier 6	1629	viŝil	0x0f99	[needs definition]	Root
Tier 6	1630	voj	0x0f9a	way	Root
Tier 6	1631	vojaĝ	0x0f9b	travel	Root
Tier 6	1632	vok	0x0f9c	call	Root
Tier 6	1633	vokal	0x0f9d	vowel	Root
Tier 6	1634	vol	0x0f9e	wish	Root
Tier 6	1635	volont	0x0f9f	willingly	Root
Tier 6	1636	volum	0x0fa0	volume	Root
Tier 6	1637	volupt	0x0fa1	lust	Root
Tier 6	1638	volv	0x0fa2	roll	Root
Tier 6	1639	vom	0x0fa3	throw up	Root
Tier 6	1640	vort	0x0fa4	a word	Root
Tier 6	1641	vortar	0x0fa5	vocabulary	Root
Tier 6	1642	vost	0x0fa6	a tail	Root
Tier 6	1643	voĉ	0x0fa7	voice	Root
Tier 6	1644	vual	0x0fa8	veil	Root
Tier 6	1645	vulkan	0x0fa9	volcano	Root
Tier 6	1646	vulp	0x0faa	fox	Root
Tier 6	1647	vultur	0x0fab	vulture	Root
Tier 6	1648	vund	0x0fac	wound	Root
Tier 6	1649	zebr	0x0fad	zebra	Root
Tier 6	1650	zenit	0x0fae	zenith	Root
Tier 6	1651	zibel	0x0faf	[needs definition]	Root
Tier 6	1652	zingibr	0x0fb0	ginger	Root
Tier 6	1653	zink	0x0fb1	zinc	Root
Tier 6	1654	zizel	0x0fb2	[needs definition]	Root
Tier 6	1655	zon	0x0fb3	belt	Root
Tier 6	1656	zorg	0x0fb4	take care of	Root
Tier 6	1657	zorgant	0x0fb5	[needs definition]	Root
Tier 6	1658	zorgat	0x0fb6	pupil	Root
Tier 6	1659	zum	0x0fb7	buzz	Root
Tier 6	1660	ĉagren	0x0fb8	grieve	Root
